trust,period_end,shape_source,series,actual,predicted,residual,mix_as_of,mix_extrapolated,level_year,level_year_clamped
amex,2023-06-30,fico_fed2007,ccip,0.016438,0.014688826622974792,0.0017491733770252094,,True,2023,False
amex,2023-06-30,acms2018,ccip,0.016438,0.03201417472854925,-0.015576174728549247,,True,2023,False
amex,2023-06-30,acms2018_dpd90,ccip,0.016438,0.029184317177636546,-0.012746317177636544,,True,2023,False
amex,2023-07-31,fico_odds,ccip,0.01647,0.015573474041986893,0.0008965259580131051,,True,2023,False
amex,2023-07-31,fico_fed2007,ccip,0.01647,0.014688826622974792,0.0017811733770252067,,True,2023,False
amex,2023-07-31,acms2018,ccip,0.01647,0.03201417472854925,-0.01554417472854925,,True,2023,False
amex,2023-07-31,acms2018_dpd90,ccip,0.01647,0.029184317177636546,-0.012714317177636547,,True,2023,False
amex,2023-08-31,fico_odds,ccip,0.016323,0.015573474041986893,0.0007495259580131072,,True,2023,False
amex,2023-08-31,fico_fed2007,ccip,0.016323,0.014688826622974792,0.0016341733770252088,,True,2023,False
amex,2023-08-31,acms2018,ccip,0.016323,0.03201417472854925,-0.015691174728549247,,True,2023,False
amex,2023-08-31,acms2018_dpd90,ccip,0.016323,0.029184317177636546,-0.012861317177636545,,True,2023,False
amex,2023-09-30,fico_odds,ccip,0.016621,0.015573474041986893,0.0010475259580131069,,True,2023,False
amex,2023-09-30,fico_fed2007,ccip,0.016621,0.014688826622974792,0.0019321733770252085,,True,2023,False
amex,2023-09-30,acms2018,ccip,0.016621,0.03201417472854925,-0.015393174728549248,,True,2023,False
amex,2023-09-30,acms2018_dpd90,ccip,0.016621,0.029184317177636546,-0.012563317177636545,,True,2023,False
amex,2023-10-31,fico_odds,ccip,0.016628,0.015573474041986893,0.001054525958013107,,True,2023,False
amex,2023-10-31,fico_fed2007,ccip,0.016628,0.014688826622974792,0.0019391733770252086,,True,2023,False
amex,2023-10-31,acms2018,ccip,0.016628,0.03201417472854925,-0.015386174728549248,,True,2023,False
amex,2023-10-31,acms2018_dpd90,ccip,0.016628,0.029184317177636546,-0.012556317177636545,,True,2023,False
amex,2023-11-30,fico_odds,ccip,0.01622,0.015573474041986893,0.0006465259580131048,,True,2023,False
amex,2023-11-30,fico_fed2007,ccip,0.01622,0.014688826622974792,0.0015311733770252065,,True,2023,False
amex,2023-11-30,acms2018,ccip,0.01622,0.03201417472854925,-0.01579417472854925,,True,2023,False
amex,2023-11-30,acms2018_dpd90,ccip,0.01622,0.029184317177636546,-0.012964317177636547,,True,2023,False
amex,2023-12-31,fico_odds,ccip,0.019539,0.015573474041986893,0.003965525958013107,,True,2023,False
amex,2023-12-31,fico_fed2007,ccip,0.019539,0.014688826622974792,0.004850173377025209,,True,2023,False
amex,2023-12-31,acms2018,ccip,0.019539,0.03201417472854925,-0.012475174728549247,,True,2023,False
amex,2023-12-31,acms2018_dpd90,ccip,0.019539,0.029184317177636546,-0.009645317177636545,,True,2023,False
amex,2024-01-31,fico_odds,ccip,0.017791,0.020254726269117743,-0.0024637262691177414,,True,2024,False
amex,2024-01-31,fico_fed2007,ccip,0.017791,0.019035449422041283,-0.001244449422041282,,True,2024,False
amex,2024-01-31,acms2018,ccip,0.017791,0.0425320632563455,-0.0247410632563455,,True,2024,False
amex,2024-01-31,acms2018_dpd90,ccip,0.017791,0.03868760244179635,-0.02089660244179635,,True,2024,False
amex,2024-02-29,fico_odds,ccip,0.022477,0.020254726269117743,0.002222273730882258,,True,2024,False
amex,2024-02-29,fico_fed2007,ccip,0.022477,0.019035449422041283,0.003441550577958717,,True,2024,False
amex,2024-02-29,acms2018,ccip,0.022477,0.0425320632563455,-0.020055063256345502,,True,2024,False
amex,2024-02-29,acms2018_dpd90,ccip,0.022477,0.03868760244179635,-0.01621060244179635,,True,2024,False
amex,2024-03-31,fico_odds,ccip,0.019183,0.020254726269117743,-0.001071726269117744,,True,2024,False
amex,2024-03-31,fico_fed2007,ccip,0.019183,0.019035449422041283,0.00014755057795871537,,True,2024,False
amex,2024-03-31,acms2018,ccip,0.019183,0.0425320632563455,-0.023349063256345504,,True,2024,False
amex,2024-03-31,acms2018_dpd90,ccip,0.019183,0.03868760244179635,-0.019504602441796352,,True,2024,False
amex,2024-04-30,fico_odds,ccip,0.021986,0.020254726269117743,0.001731273730882256,,True,2024,False
amex,2024-04-30,fico_fed2007,ccip,0.021986,0.019035449422041283,0.0029505505779587153,,True,2024,False
