spec,event,factor,level,odds_ratio,lo95,hi95,p
score,chargeoff,age_b,61+,1.0342542146139102,0.7560558849607436,1.4148184039360752,0.8331310421699208
score,chargeoff,score_b,360,1.5842865764745043e-10,3.393292338168743e-11,7.396839724548628e-10,3.5657230549500353e-181
score,chargeoff,score_b,380,1.2115670824304627,0.42950375963300386,3.417652959506871,0.7168206651770781
score,chargeoff,score_b,400,1.381085588521114,0.7390850344107605,2.5807550065485967,0.3114626679432989
score,chargeoff,score_b,420,1.237133551479118,1.0650659490579206,1.4369996764511186,0.005353650121805044
score,chargeoff,score_b,440,1.4348115758236488,1.26234710887783,1.6308384941346443,3.283588425790501e-08
score,chargeoff,score_b,460,1.3086696600719916,1.1619919683731692,1.4738624068036086,9.192898715090806e-06
score,chargeoff,score_b,480,1.3375405294394502,1.1921049837057205,1.5007190577560705,7.349633209164101e-07
score,chargeoff,score_b,500,1.320337788897316,1.2030567314529956,1.4490520947293872,4.768302858099711e-09
score,chargeoff,score_b,520,1.2959839566919733,1.1977459377194883,1.4022793675267202,1.1455511658059387e-10
score,chargeoff,score_b,540,1.2585418424297152,1.1588071069093724,1.366860420256516,4.790996479035927e-08
score,chargeoff,score_b,560,1.2051147831445284,1.1133405762113464,1.3044540651663017,3.900783875628419e-06
